T,G,B,D,H,A,p,q
0.0,3737.76130000,18.9108290000,0.19379699e-2,0.14211623e-6,-139.20695,0.23512883000,-3.9094187e-2
0.0,84.8813000000,0.72418884000,0.43198146e-4,0.60277628e-8,0.27471903,0.61499486e-2,-0.1823246000
0.0,0.54090394000,0.70629848e-2,0.24165338e-5,0.00000000000,0.00000000,0.00000000000,0.00000000000
0.0,-0.0213387600,-0.5000722000,0.00000000000,0.00000000000,0.00000000,0.00000000000,0.00000000000
0.0,-0.1129443e-2,0.00000000000,0.00000000000,0.00000000000,0.00000000,0.00000000000,0.00000000000
