wavenumbers intensities
-13.606019060239944 0.1824419698870765
-13.562456825455005 0.16305677540777896
-13.567902104803123 0.14528701380175635
-13.55156626675877 0.13236355081555806
-13.55156626675877 0.12226709535759062
-13.510726671647891 0.10893977415307399
-13.527062509692243 0.09076615432873236
-13.486222914581365 0.07356179422835618
-13.453551238492661 0.054822772898368566
-13.412711643381781 0.042303168130489066
-13.322864534137848 0.03139899623588427
-13.224849505871736 0.02049482434127947
-13.126834477605627 0.016860100376411502
-13.028819449339517 0.014436951066499226
-12.930804421073406 0.014436951066499226
-12.832789392807296 0.015042738393977295
-12.760911705412148 0.029945106649936992
-12.669431012363779 0.037053011292346394
-12.636759336275075 0.023321831869510312
-12.57141598409767 0.013831163739021157
-12.473400955831558 0.0063597867001252695
-12.375385927565448 0.0063597867001252695
-12.277370899299338 0.009590652446674675
-12.187523790055403 0.004744353826850567
-12.081340842767117 0.003936637390212994
-11.983325814501008 0.002321204516938291
-11.885310786234896 0.002321204516938291
-11.787295757968787 0.003936637390212994
-11.689280729702677 0.004744353826850567
-11.591265701436566 0.005955928481806705
-11.48508275414828 0.009590652446674675
-11.395235644904346 0.0152446675031368
-11.297220616638235 0.02170639899623561
-11.225342929243087 0.033822145545796545
-11.19103766934995 0.052601552697615794
-11.133862236194718 0.07420796737766588
-11.093022641083838 0.0889487923462986
-11.133862236194718 0.058053638644918415
-11.06198454879957 0.11620922208281037
-11.101190560106014 0.10167032622333716
-11.029312872710866 0.1840574027603512
-11.035847207928608 0.16467220828105367
-11.05218304597296 0.1537680363864491
-11.05218304597296 0.13801756587201996
-11.003175531839904 0.2397898368883311
-11.019511369884256 0.2204046424090338
-11.019511369884256 0.20586574654956058
-10.962335936729025 0.2943106963613549
-10.9705038557512 0.2737139272271014
-10.9705038557512 0.25675188205771615
-10.905160503573793 0.2434245608531993
-10.905160503573793 0.295522271016311
-10.905160503573793 0.280983375156838
-10.905160503573793 0.26644447929736503
-10.87248882748509 0.22282779171894584
-10.87248882748509 0.20586574654956058
-10.798977556285507 0.19253842534504373
-10.807145475307683 0.17759567126725218
-10.774473799218981 0.2216162170639897
-10.774473799218981 0.20828889585947286
-10.741802123130277 0.24766507214554556
-10.725466285085925 0.3682167503136762
-10.725466285085925 0.3536778544542032
-10.725466285085925 0.33913895859473
-10.725466285085925 0.324600062735257
-10.725466285085925 0.310061166875784
-10.725466285085925 0.295522271016311
-10.725466285085925 0.280983375156838
-10.725466285085925 0.26644447929736503
-10.741802123130277 0.19374999999999987
-10.668290851930694 0.4687774466750312
-10.67645877095287 0.4522192597239647
-10.67645877095287 0.4376803638644915
-10.67645877095287 0.4231414680050185
-10.67645877095287 0.4094102885821831
-10.67645877095287 0.39567910915934745
-10.692794608997222 0.38275564617314917
-10.643787094864166 0.5774153074027604
-10.637252759646426 0.5262060853199497
-10.643787094864166 0.5071439774153073
-10.651955013886342 0.4917973651191969
-10.602947499753288 0.5608571204516937
-10.611115418775462 0.5442989335006272
-10.589334301382994 0.47321988707653695
-10.59477958073111 0.45545012547051433
-10.59477958073111 0.4409112296110411
-10.59477958073111 0.42637233375156813
-10.59477958073111 0.41183343789209514
-10.59477958073111 0.39729454203262216
-10.59477958073111 0.38275564617314917
-10.578443742686758 0.3682167503136762
-10.578443742686758 0.35448557089084054
-10.578443742686758 0.3375235257214553
-10.578443742686758 0.3229846298619823
-10.586611661708936 0.3076380175658717
-10.578443742686758 0.523298306148055
-10.578443742686758 0.508759410288582
-10.578443742686758 0.49422051442910897
